school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,G3
GP,M,18,U,GT3,T,5-9 grado,4 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Bajo,Alto,Muy Bajo,Bajo,Bueno,Bueno,Bueno,Bueno
GP,F,17,U,LE3,T,5-9 grado,5-9 grado,services,services,course,father,menos de quince min.,mas de diez horas,0,no,no,yes,yes,yes,yes,yes,yes,Buena,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,superior,secundaria,services,other,home,father,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,Buena,Muy Bajo,Bajo,Muy Bajo,Normal,Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,18,U,GT3,T,superior,secundaria,teacher,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,no,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,18,R,GT3,T,secundaria,5-9 grado,other,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,no,yes,no,no,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Regular,Regular
GP,F,17,U,GT3,T,secundaria,secundaria,other,other,home,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,no,yes,no,no,Buena,Bajo,Normal,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,5-9 grado,5-9 grado,at_home,services,home,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,18,R,LE3,A,secundaria,superior,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Bajo,Muy Alto,Normal,Alto,Muy Malo,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,17,U,GT3,T,secundaria,4 grado,services,other,other,mother,menos de quince min.,de dos a cinco horas,0,no,no,yes,yes,yes,yes,yes,yes,excelente,Alto,Alto,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,R,GT3,T,superior,superior,teacher,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,yes,yes,yes,yes,yes,no,Muy Buena,Normal,Alto,Bajo,Bajo,Bueno,Regular,Insuficiente,Insuficiente
GP,M,18,U,GT3,T,superior,5-9 grado,health,other,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,yes,excelente,Alto,Muy Alto,Muy Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,R,GT3,T,5-9 grado,4 grado,other,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,no,yes,yes,Muy Buena,Normal,Muy Alto,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,19,U,GT3,T,secundaria,secundaria,other,services,home,other,menos de quince min.,de dos a cinco horas,2,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Normal,Muy Alto,Normal,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,5-9 grado,secundaria,other,services,reputation,father,menos de quince min.,mas de diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Muy Alto,Muy Alto,Muy Bajo,Normal,Malo,Bueno,Bueno,Bueno
GP,F,18,U,LE3,T,4 grado,4 grado,other,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,no,no,yes,no,no,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,17,R,GT3,T,4 grado,5-9 grado,at_home,at_home,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,no,yes,no,yes,Buena,Muy Alto,Bajo,Bajo,Bajo,Muy Malo,Bueno,Bueno,Bueno
GP,F,17,U,GT3,T,5-9 grado,superior,at_home,health,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,LE3,T,5-9 grado,5-9 grado,services,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,yes,yes,yes,no,yes,yes,yes,yes,Muy Buena,Alto,Alto,Bajo,Normal,Muy Bueno,Regular,Regular,Regular
GP,F,18,R,GT3,A,secundaria,5-9 grado,other,services,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,no,no,yes,yes,Muy Buena,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,GT3,T,superior,superior,teacher,services,home,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,yes,yes,yes,yes,yes,no,Buena,Bajo,Alto,Muy Bajo,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,superior,superior,health,health,reputation,father,menos de quince min.,de dos a cinco horas,1,yes,yes,no,yes,yes,yes,yes,yes,Mala,Alto,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,superior,secundaria,teacher,services,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,yes,yes,yes,yes,yes,no,Muy Buena,Bajo,Normal,Muy Bajo,Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,LE3,A,superior,4 grado,services,other,home,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,yes,yes,yes,yes,yes,yes,Muy Buena,Muy Alto,Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,LE3,A,secundaria,5-9 grado,teacher,services,home,mother,menos de quince min.,menos de dos horas,1,no,no,no,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Normal,Alto,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,18,R,LE3,T,4 grado,4 grado,at_home,other,reputation,mother,de quince min. a treinta min.,mas de diez horas,0,no,yes,yes,yes,yes,yes,no,no,excelente,Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Regular,Regular
GP,F,18,U,GT3,T,4 grado,4 grado,other,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,yes,no,no,yes,yes,yes,yes,no,excelente,Alto,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,5-9 grado,5-9 grado,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,no,excelente,Alto,Muy Alto,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,17,U,GT3,T,4 grado,4 grado,other,other,reputation,father,menos de quince min.,de dos a cinco horas,0,no,no,yes,no,no,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Bueno,Regular,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,5-9 grado,5-9 grado,at_home,at_home,other,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Malo,Muy Bueno,Muy Bueno,Sobresaliente
GP,F,17,U,GT3,T,4 grado,4 grado,services,teacher,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Regular,Regular,Regular
GP,M,18,U,GT3,T,5-9 grado,4 grado,services,services,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,no,yes,yes,yes,yes,yes,no,Muy Buena,Bajo,Alto,Muy Bajo,Normal,Malo,Bueno,Bueno,Bueno
GP,M,18,U,LE3,A,superior,superior,teacher,teacher,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Alto,Normal,Muy Bajo,Muy Bajo,Malo,Bueno,Regular,Bueno
GP,M,18,U,GT3,T,superior,5-9 grado,teacher,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Alto,Muy Bueno,Regular,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,secundaria,health,services,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Normal,Bueno,Bueno,Bueno
GP,F,18,U,LE3,T,5-9 grado,4 grado,services,at_home,reputation,mother,menos de quince min.,de dos a cinco horas,1,no,no,no,no,yes,yes,yes,yes,excelente,Alto,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Regular,Regular
GP,F,17,R,LE3,T,secundaria,4 grado,services,other,reputation,mother,de quince min. a treinta min.,mas de diez horas,0,no,yes,yes,no,yes,yes,no,no,Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,18,R,LE3,T,secundaria,5-9 grado,services,other,reputation,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Alto,Bajo,Muy Bajo,Muy Bajo,Bueno,Bueno,Regular,Bueno
GP,M,17,U,GT3,T,secundaria,secundaria,health,other,home,mother,menos de quince min.,menos de dos horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Alto,Normal,Muy Bajo,Normal,Muy Bueno,Bueno,Regular,Insuficiente
GP,F,19,U,GT3,T,superior,superior,health,other,reputation,other,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Mala,Normal,Alto,Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,LE3,T,superior,secundaria,other,other,home,other,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Alto,Muy Alto,Muy Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,superior,secundaria,other,other,reputation,father,menos de quince min.,mas de diez horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Bueno,Regular,Bueno
GP,M,18,U,LE3,T,superior,superior,teacher,teacher,home,mother,menos de quince min.,menos de dos horas,0,no,yes,yes,no,yes,yes,yes,yes,Muy Mala,Alto,Bajo,Bajo,Bajo,Muy Malo,Muy Bueno,Bueno,Muy Bueno
GP,F,18,U,LE3,A,superior,superior,health,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Bajo,Alto,Muy Bajo,Muy Bajo,Bueno,Regular,Insuficiente,Insuficiente
GP,M,17,U,LE3,T,superior,superior,other,teacher,home,father,de quince min. a treinta min.,menos de dos horas,0,no,no,yes,no,yes,yes,yes,no,Muy Buena,Muy Bajo,Muy Bajo,Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,5-9 grado,other,other,reputation,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Bueno,Regular,Bueno
GP,F,17,U,GT3,T,secundaria,5-9 grado,health,health,reputation,father,menos de quince min.,mas de diez horas,0,no,yes,yes,yes,no,yes,yes,no,excelente,Bajo,Bajo,Muy Bajo,Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,19,U,GT3,T,secundaria,secundaria,other,other,home,other,menos de quince min.,de dos a cinco horas,1,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Normal,Bueno,Bueno,Regular
GP,F,18,U,GT3,T,5-9 grado,superior,services,at_home,reputation,other,menos de quince min.,de dos a cinco horas,1,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Normal,Bueno,Regular,Regular
GP,M,20,U,GT3,A,secundaria,5-9 grado,services,other,course,other,menos de quince min.,menos de dos horas,0,no,no,no,yes,yes,yes,no,no,excelente,Muy Alto,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
GP,M,19,U,GT3,T,superior,superior,teacher,services,reputation,other,de quince min. a treinta min.,menos de dos horas,1,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Normal,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,19,R,GT3,T,secundaria,secundaria,other,services,reputation,father,menos de quince min.,de dos a cinco horas,1,no,no,no,yes,yes,yes,no,yes,Muy Buena,Muy Alto,Normal,Muy Bajo,Bajo,Muy Bueno,Bueno,Regular,Regular
GP,F,19,U,LE3,T,4 grado,4 grado,at_home,other,reputation,other,menos de quince min.,de dos a cinco horas,1,yes,yes,no,yes,no,yes,yes,no,Muy Buena,Alto,Normal,Muy Bajo,Normal,Normal,Regular,Insuficiente,Insuficiente
GP,F,19,U,LE3,T,4 grado,5-9 grado,services,services,home,other,menos de quince min.,de dos a cinco horas,1,no,no,no,yes,no,yes,no,yes,Muy Buena,Bajo,Alto,Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,19,U,GT3,T,5-9 grado,4 grado,at_home,other,other,other,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,yes,no,yes,yes,Buena,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Malo,Bueno,Regular,Regular
GP,M,19,U,GT3,T,4 grado,5-9 grado,other,services,course,other,menos de quince min.,de dos a cinco horas,1,no,no,no,no,no,yes,yes,no,Muy Buena,Muy Alto,Bajo,Bajo,Bajo,Bueno,Regular,Insuficiente,Insuficiente
GP,F,19,U,LE3,T,secundaria,5-9 grado,services,other,reputation,other,de quince min. a treinta min.,de dos a cinco horas,1,no,yes,yes,no,no,yes,yes,yes,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Muy Malo,Regular,Insuficiente,Insuficiente
GP,F,19,U,GT3,T,4 grado,4 grado,at_home,health,home,other,menos de quince min.,de cinco a diez horas,2,no,no,no,no,no,yes,yes,yes,Muy Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Bueno,Regular,Regular
GP,F,19,R,GT3,T,5-9 grado,secundaria,other,other,reputation,other,menos de quince min.,de cinco a diez horas,1,no,no,no,no,yes,yes,yes,yes,Muy Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Regular,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,5-9 grado,4 grado,services,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,superior,secundaria,other,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,R,GT3,T,secundaria,superior,at_home,services,course,father,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,no,yes,yes,no,Muy Buena,Normal,Alto,Bajo,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,superior,superior,teacher,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Normal,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,A,superior,secundaria,services,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,excelente,Bajo,Bajo,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Regular
GP,F,17,U,GT3,T,5-9 grado,5-9 grado,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,yes,Muy Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,R,LE3,T,5-9 grado,5-9 grado,services,services,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,no,Buena,Normal,Bajo,Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,secundaria,4 grado,services,services,course,father,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,no,yes,yes,no,Buena,Alto,Normal,Bajo,Normal,Muy Bueno,Regular,Bueno,Bueno
GP,F,17,U,LE3,T,ninguno,5-9 grado,at_home,at_home,home,father,de quince min. a treinta min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,no,Buena,Normal,Normal,Bajo,Normal,Malo,Muy Bueno,Bueno,Bueno
GP,M,18,U,GT3,T,superior,superior,other,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,yes,yes,yes,no,Muy Buena,Normal,Normal,Bajo,Bajo,Normal,Insuficiente,Regular,Insuficiente
GP,M,17,U,GT3,T,secundaria,secundaria,other,services,reputation,mother,menos de quince min.,menos de dos horas,0,no,no,no,yes,no,yes,yes,no,Muy Buena,Normal,Muy Alto,Normal,Muy Alto,Muy Bueno,Bueno,Bueno,Muy Bueno
GP,M,17,R,GT3,T,5-9 grado,5-9 grado,services,other,course,mother,mas de una hora,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Alto,Muy Alto,Muy Alto,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,superior,teacher,services,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,no,excelente,Alto,Alto,Muy Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,superior,teacher,teacher,course,mother,de quince min. a treinta min.,de cinco a diez horas,0,no,yes,yes,no,no,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Bueno,Bueno,Bueno,Bueno
GP,M,18,U,LE3,T,5-9 grado,5-9 grado,other,other,course,mother,menos de quince min.,mas de diez horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Muy Alto,Muy Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,R,GT3,T,5-9 grado,superior,at_home,other,course,father,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Bueno,Bueno
GP,F,18,U,GT3,T,secundaria,secundaria,services,services,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Normal,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,LE3,T,5-9 grado,5-9 grado,other,other,home,other,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,no,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,R,GT3,T,5-9 grado,5-9 grado,at_home,other,course,mother,de quince min. a treinta min.,mas de diez horas,0,no,no,no,yes,yes,yes,no,no,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,secundaria,superior,services,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Alto,Muy Alto,Muy Bajo,Normal,Muy Bueno,Muy Bueno,Bueno,Bueno
GP,F,19,R,GT3,A,secundaria,4 grado,services,at_home,home,other,menos de quince min.,de cinco a diez horas,1,no,no,yes,no,yes,yes,no,no,excelente,Alto,Normal,Muy Bajo,Bajo,Muy Bueno,Bueno,Regular,Regular
GP,F,17,U,GT3,T,secundaria,5-9 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,LE3,T,secundaria,secundaria,services,services,home,mother,menos de quince min.,mas de diez horas,0,no,yes,no,no,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Malo,Muy Bueno,Bueno,Muy Bueno
GP,F,17,R,GT3,A,secundaria,5-9 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,19,U,GT3,T,5-9 grado,4 grado,services,services,home,other,menos de quince min.,de cinco a diez horas,1,no,no,yes,yes,yes,yes,yes,yes,Muy Buena,Normal,Alto,Muy Bajo,Normal,Normal,Insuficiente,Regular,Insuficiente
GP,M,18,U,GT3,T,superior,superior,teacher,services,home,father,menos de quince min.,de dos a cinco horas,1,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Normal,Normal,Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,secundaria,superior,services,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Normal,Muy Bueno,Muy Bueno,Bueno,Bueno
GP,F,17,U,GT3,A,5-9 grado,5-9 grado,at_home,at_home,home,father,menos de quince min.,de dos a cinco horas,1,no,yes,no,no,yes,yes,yes,yes,Buena,Normal,Muy Bajo,Muy Bajo,Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,5-9 grado,secundaria,at_home,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,GT3,T,secundaria,5-9 grado,other,services,other,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,yes,excelente,Alto,Normal,Bajo,Normal,Muy Malo,Regular,Regular,Bueno
GP,M,18,R,GT3,T,superior,secundaria,teacher,services,course,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,yes,excelente,Normal,Bajo,Muy Bajo,Bajo,Bueno,Muy Bueno,Bueno,Muy Bueno
GP,M,18,U,GT3,T,superior,secundaria,teacher,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,no,yes,yes,yes,yes,excelente,Alto,Muy Alto,Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,17,U,GT3,T,superior,secundaria,health,other,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,yes,yes,yes,yes,yes,yes,yes,Muy Buena,Alto,Normal,Muy Bajo,Normal,Bueno,Regular,Bueno,Bueno
MS,M,18,R,GT3,T,secundaria,5-9 grado,other,other,course,mother,de quince min. a treinta min.,menos de dos horas,1,no,yes,no,no,no,yes,yes,no,Mala,Muy Alto,Muy Alto,Muy Alto,Muy Alto,Muy Bueno,Insuficiente,Regular,Regular
MS,M,19,R,GT3,T,4 grado,4 grado,other,services,home,other,de treinta min. a una hora,de dos a cinco horas,3,no,no,no,no,yes,yes,yes,no,excelente,Alto,Alto,Normal,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
MS,M,17,U,GT3,T,secundaria,secundaria,health,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,no,yes,yes,yes,no,Muy Buena,Muy Alto,Alto,Bajo,Normal,Normal,Regular,Regular,Regular
MS,M,18,U,LE3,T,4 grado,secundaria,at_home,services,course,mother,menos de quince min.,menos de dos horas,1,no,no,no,no,yes,no,yes,yes,Muy Buena,Normal,Normal,Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,19,R,GT3,T,4 grado,4 grado,other,other,home,other,de treinta min. a una hora,menos de dos horas,1,no,yes,no,no,yes,yes,yes,no,Muy Buena,Alto,Alto,Normal,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,17,R,GT3,T,superior,secundaria,services,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,no,yes,yes,yes,Muy Buena,Muy Alto,Muy Alto,Muy Bajo,Normal,Malo,Regular,Insuficiente,Insuficiente
MS,F,18,U,GT3,T,secundaria,secundaria,services,services,course,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,yes,excelente,Normal,Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,17,R,GT3,T,superior,superior,teacher,services,other,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,no,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Regular
MS,F,17,U,LE3,A,secundaria,5-9 grado,services,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,yes,yes,no,yes,Muy Mala,Bajo,Normal,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Insuficiente
MS,M,18,U,LE3,T,4 grado,4 grado,other,services,home,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,no,no,yes,yes,yes,Buena,Normal,Bajo,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,18,U,LE3,T,4 grado,4 grado,at_home,services,course,father,de quince min. a treinta min.,de cinco a diez horas,0,no,no,no,no,yes,yes,yes,no,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,18,R,LE3,A,4 grado,superior,at_home,other,course,mother,de treinta min. a una hora,de dos a cinco horas,0,no,no,no,no,yes,yes,no,yes,Muy Buena,Normal,Alto,Muy Bajo,Alto,Muy Bueno,Regular,Regular,Regular
MS,M,18,R,LE3,T,4 grado,4 grado,at_home,other,other,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,no,no,yes,no,no,no,no,Muy Buena,Alto,Normal,Bajo,Normal,Muy Bueno,Regular,Regular,Regular
MS,F,18,U,GT3,T,secundaria,secundaria,services,services,other,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Normal,Bajo,Muy Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,17,U,LE3,T,superior,superior,at_home,at_home,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,yes,yes,Mala,Normal,Alto,Muy Bajo,Muy Bajo,Muy Malo,Muy Bueno,Bueno,Bueno
MS,F,17,R,GT3,T,4 grado,5-9 grado,other,services,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,no,yes,no,no,Buena,Bajo,Bajo,Muy Bajo,Bajo,Normal,Regular,Insuficiente,Regular
